review_dates,reviews,vader_score_review,vader_sentiment_review,source
2023-09-05,Very entertaining…a must watch for all,0.0,Neutral,Rotten Tomatoes
2023-09-05,"As a massive fan of the manga and anime, this surpassed my expectations massively. The casting is excellent and it captures the spirit of the manga perfectly. An amazing show in its own right.",0.9403,Positive,Rotten Tomatoes
2023-09-05,"Incredible. Besides being a little more dynamic, the show has the essence of the original but with a more realistic perspective. A fantastic new version of ONE PIECE.",0.8104,Positive,Rotten Tomatoes
2023-09-05,Netflix did a wonderful job in this series. It was really clear that they tried to please the fans of the original animation and that was a great decision. I hope they keep doing like that with the next season.,0.9623,Positive,Rotten Tomatoes
2023-09-05,Absolutely loved it alot.,0.6361,Positive,Rotten Tomatoes
2023-09-05,incredible adaptation. Loved the characters and all the emotions and ideas from the original manga!,0.7763,Positive,Rotten Tomatoes
2023-09-05,Live action anime can actually be done. And well. Who knew?,0.2732,Positive,Rotten Tomatoes
2023-09-05,"I couldn't get into the anime, so you'd think I wouldn't like the live action series either, but I loved it. I binged the whole thing through, like 1 long movie. The end of the last episode even left me with a smile, which is very rare.",0.9061,Positive,Rotten Tomatoes
2023-09-05,Great adaptation! Lovable cast. Can't wait for season 2!,0.8652,Positive,Rotten Tomatoes
2023-09-04,Best show I have seen for years and I can't wait for Season 2 no forced political other than what is needed and it's an absolute joy to see that men don't have to be the but of every joke and can actually be great characters,0.9348,Positive,Rotten Tomatoes
2023-09-04,One Piece parece um mundo que você viu pedaços em outros lugares sendo explorados de uma perspectiva absurda e nova - um que vale mais do que sua atenção e tem todos os ingredientes para ser um sucesso adequado.,0.0,Neutral,Rotten Tomatoes
2023-09-04,"When they announced that they were going to make a live action One Piece adaptation I was concerned because of past anime adaptations and due to the fact that One Piece was a world with crazy characters and settings. But they absolutely made a GREAT series. It felt like a Harry Potter movie, with a bit of American Horror Story elements. There are definitely some corny/cringey moments but that's to be expected due to the characters personalities and designs like a Luffy.",0.909,Positive,Rotten Tomatoes
2023-09-04,"OPLA managed to capture the essence of the source matterial, while also making it edgier, and maybe a little darker.",0.0,Neutral,Rotten Tomatoes
2023-09-04,"Bom,sem dúvidas uma,se não a melhor adaptação de anime em live action, poderiam melhorar pouquíssimas coisas,mas nada tão expressivo. A caracterização,a ambientação,a história,tudo bem elaborado e impecável!! E o que falar da atuação, simplesmente incrível,todos estão de parabéns,mas o que Inaki Godoy fez,foi nível Yonkou,vi nele o Luffy que tanto me divertiu e ainda diverte no anime e mangá,com o jeito tapado e engraçado,e a genialidade em batalha. A história realmente é bem fechadinha e dinâmica,o que melhorou em comparação com o anime/mangá,nessa primeira parte. Claro tratar de uma adaptação,mas senti que faltou um pouco de ""sangue"" nas batalhas, principalmente contra Arlong,onde Luffy mostra estar disposto a derramar o próprio sangue pra salvar seus companheiros,o que mostrava o perigo real de cada batalha e faz nós fãs adoramos o Capitão Dos Chapéus de Palha,mas de forma geral,uma nota 9.9 é o ideal.",0.4184,Positive,Rotten Tomatoes
2023-09-04,"Its an amazing adaptation, i am a long time fan of the series and i can say: The cast is really good, way better from what i expected from Neflix (or any other company) The scenery and GCI is high budget, well done. The plot changes make a lot of sense and some details are even beter than the original in some ways. Love easter eggs. My only complaint is that some details are missing, but those are not that important. I completely recommend this series to anyone that likes to cry and laugh for silly characters with hopes and dreams.",0.9735,Positive,Rotten Tomatoes
2023-09-04,"I love this series, one piece live action is the best mangaa/anime adaptation",0.8555,Positive,Rotten Tomatoes
2023-09-04,One Piece never disappoints. The anime itself is already amazing and now the live action is off to a great start. I can't wait for even more and I know I'm not the only one. Amazing work to the team and workers behind it. Thank you for all your hard work.,0.9431,Positive,Rotten Tomatoes
2023-09-04,i thought it will be a bad recreation again but this thing blow up my mind,-0.3071,Negative,Rotten Tomatoes
2023-09-04,Loved it! Best live action,0.8553,Positive,Rotten Tomatoes
2023-09-04,I've been watching the anime and reading the manga for over a decade and I couldn't be happier with this adaptation,-0.4168,Negative,Rotten Tomatoes
2023-09-04,"I have watched it, and it exceeded my expectations! It is the one of the best web series/tv show which I have ever seen. It deserves a rating of 5 stars. Everyone must watch it as this is the first successful anime live action adaptation, and it is very good.",0.9097,Positive,Rotten Tomatoes
2023-09-04,"I've never watched the anime version and for me it was as good as watching a new series and WOW !!! I fell in love with each of the main characters especially Luffy, Zoro, Sanji and the actors were just brilliant!!! I started watching the anime version after watching the Netflix live action and now I understand why so many of the anime fans were not at all disappointed with this live action when other anime adaptations failed in the past! I can't wait for season 2!!!",0.9506,Positive,Rotten Tomatoes
2023-09-04,"Absolutely amazing! It's not about the characters, it's the story telling",0.6581,Positive,Rotten Tomatoes
2023-09-04,1. Best Live Action Adaptation Ever! 2. It's One Piece.. 5/5 Straw Hats,0.6696,Positive,Rotten Tomatoes
2023-09-04,"Loved it, Anime real-life adaption are in general really hard. They did an amazing job in being faithful to the source material.",0.8722,Positive,Rotten Tomatoes
2023-09-04,"As a fan of both the manga and the series, is it really refreshing to see that netflix has managed to make a series that manages to be so close to the original material. you will quickly be enchanted into the universe. really hope Netflex sticks to this approach and there will soon be some news about when we will hopefully be back for new adventurs with the Straw Hats",0.902,Positive,Rotten Tomatoes
2023-09-04,"Amazing, really great show, really unique!!!",0.877,Positive,Rotten Tomatoes
2023-09-04,"Great show overall. Does it lack some of the greatest elements of the manga? Sure. Is it rushing some of the character development of its characters? Indeed. Is it maybe missing a big theme of the entire manga? Sadly yes. But does it make an entertaining show, with a style that kicks ass? YES! It pays good homage to the Manga and goes its own way. Love it and i can't wait for more.",0.9645,Positive,Rotten Tomatoes
2023-09-04,"The One Piece live-action series exceeds expectations with an exceptional cast, stunning visual effects, and faithfulness to the original story. It's a love letter to fans and a captivating introduction for newcomers. A must-watch for One Piece enthusiasts.",0.9284,Positive,Rotten Tomatoes
2023-09-04,"No hay mundo pirata construido como el one piece , espero poder ver mas . No lograron arruinarlo haciendolo al stilo de hollywood para complacer a 40 ballenas sentadas en su escritorio que se hacen pasar por * criticos profesionales* sino para las millones de personas que encendieron su cuenta netflix el 31 de agosto he hicieron historia en nivel de audiencia en netflix con un record de mas de 80 paises conectados compartiendo un solo barco. Espero confirmen temporada 2 pronto.",-0.5267,Negative,Rotten Tomatoes
2023-09-04,"Most fun I've had watching something in a long time. With most things turning out crap, it's a breath of fresh air to watch something with passion, joy, laughter and really cool characters",0.9421,Positive,Rotten Tomatoes
2023-09-04,"Absolutely brilliant!! Big fan of the manga and the anime, and now also of this great live-action adaption. Can't wait for season 2, 3, 4,...!!!!",0.9287,Positive,Rotten Tomatoes
2023-09-04,"It's Charming, funny and engaging through out the Series. It completes the East Blue Saga from Anime and Comic. Hopefully we will get every saga in live action as well. I'm not an Anime fan, so hoping to get the entire run in Live action. If we get all the 11 Sagas in live action, this might go as the greatest live action TV Series in Netflix history. Hopefully we will get there in next 10 years.",0.97,Positive,Rotten Tomatoes
2023-09-04,I love how they did with Mihawk! It was Awesome! I hope there is season 2 <3,0.9401,Positive,Rotten Tomatoes
2023-09-04,"Much better than expected. Follows source material and even adds a few of its own twists and plot sequences which makes it familiar yet also refreshing in reflection to the manga and anime versions. Cast has done a splendid job to bring the characters to life while letting their own unique personalities shine through. Good acting without many ""corny"" moments or dialogues. Hope we get many more adapted seasons, maybe even all the way up until where the manga has progressed to in respect to the release dates!",0.9422,Positive,Rotten Tomatoes
2023-09-04,"Una carta hecha con un amor y una dedicación extraordinario, cada pequeña cosa en la serie está bien llevada a cabo, cada referencia, los actores fueron seleccionados excelentemente. Como un fan de One Piece puedo decir que me encanto TODO, El como adaptaron una buena parte del manga a una serie de 8 capitulos. el detalle de cada escena me hizo estar en el mundo de One Piece. Veo el porque tardaron tanto en crear la serie que se pensaba iba a ser película pero gracias no lo fue.",0.6249,Positive,Rotten Tomatoes
2023-09-04,"I really loved it. I thought they did a great job of adapting it to live action. Whomever was in charge of casting needs an award, as all the actors bring to live their fictional counterparts brilliantly. I can't wait to see future seasons. They've barely scratched the surface of this world.",0.9501,Positive,Rotten Tomatoes
2023-09-04,Its amazing! It is so good to see the stuff you saw as a little kid now again in Live Action! Good memories were rediscovered,0.9006,Positive,Rotten Tomatoes
2023-09-04,"Everybody involved in this made an *excellent* job and created an adaptation that's vibrant, hilarious, exciting, and that brought back full force all the feelings from reading those first volumes of the manga for the first time more than twenty years ago. The cast is absolutely perfect and gives such an earnest interpretation, from the Straw Hat Crew to all the villains (a special shout out to Buggy, his mix of creepy and silly was spot on) to even the smaller side character. I thought the secondary storyline about Garp, Koby, and Helmeppo was a good addiction and created balance. But it's the building relationship between the Straw Hats that's really the shining light in this adaptation, as it should be! Almost all the changes in the plot made sense with the time constraint, really my only complaint is this could have easily had at least one episode more. The set and costumes are another highlight, I loved how nobody was afrid to embrace the over the top, occasionally absurd aesthetic that makes One Piece so unique and impactful. It was great! And I also appreciated how they worked very hard not to have a rushed ending, but instead took their time with an epilogue that was emotional and just pumped up the excitement for the season 2 i so very hope we get up through the roof! Great adaptation, all around!",0.995,Positive,Rotten Tomatoes
2023-09-04,"as a fan since i was kid, who love the manga and anime. i was very happy to this adaptation and it is very fun.",0.9335,Positive,Rotten Tomatoes
2023-09-04,"This is just perfect, I can't even believe it. I was so skeptical but wow they blow me away. Just watch it if you haven't, and this is coming from a fan of the anime.",0.872,Positive,Rotten Tomatoes
2023-09-04,"Very entertaining and well done, from the acting to the visual effects.",0.6764,Positive,Rotten Tomatoes
2023-09-04,"For me, One Piece is the best anime adaptation so far, because it does almost everything right. Is it perfect? No! But to reach this bar is also almost impossible in my opinion. However, it is extremely entertaining, provides again and again nostalgic moments and many characters are hit on the spot. You can just tell how much attention to detail and originality the creators behind Oda have put into it. I look forward to season 2 and the further hunt for the One Piece. Good job Netflix!",0.9303,Positive,Rotten Tomatoes
2023-09-04,"Portugues-Br= Série maravilhosa, que obra bem feita e detalhada, chamaria quase de um spin-off da série original que mantém a qualidade, têm diferenças do anime mas sinto que as diferenças acentuam a obra como algo especial ao invés de retirar do original, que bom que o autor participou das produções, da pra ver que isso fez a diferença em escolha de atores e tomada de decisões. English= is good, trust me.",0.8689,Positive,Rotten Tomatoes
2023-09-04,"Omg its good and only going to get sooo much better. Better character building than GoT and far better than witcher, which started good but kinda petered out. If they continue to the anime like they have and move as quickly through the story, uts gonna be a classic. Harry potter classic good.",0.9306,Positive,Rotten Tomatoes
2023-09-04,The best live action. I love it,0.8555,Positive,Rotten Tomatoes
2023-09-04,"Simply perfect, for me as a fan of series !",0.7424,Positive,Rotten Tomatoes
2023-09-04,"It is by far the best live action anime adaption undertaken to date. A real treat for hardcore One Piece fans, and hopefully a nice introduction to the series for the general audience.",0.9081,Positive,Rotten Tomatoes
2023-09-04,"Nailed it. I thoroughly enjoyed the animated series but got bogged down after a few dozen episodes and never got back to it. Not so work this lube action version. I can't stop watching. It's fantastic. The casting of Luffy, Zoro, and Koby are perfect.",0.939,Positive,Rotten Tomatoes
2023-09-04,An absolute joy of a show! The production team's effort to deliver such a fantastical and enjoyable adaptation of an internationally renown series in ONLY 8 episodes is a herculean achievement. Thank you to the directors and showrunners for this amazing adaptation!,0.9537,Positive,Rotten Tomatoes
2023-09-04,"I'm so pleasantly surprised by how well this was converted to live action. The cast is perfect, the story is modified but in a way that is only reasonable given the constraints not being able to animate, it actually adds something in some ways. I loved watching it.",0.9008,Positive,Rotten Tomatoes
2023-09-04,"Lots of problems. Needless story changes from anime. All of the characters are not fantastical enough (everyone should be more extreme; overly buff men, enormously well endowed curvaceous women, over the top personalities, etc) and probably worst of all Luffy isn't funny/goofy ( rubber brained). This is exacerbated by the actor's default smile having a downward cast making him more dark than happy/friendly. Nice try but tragically flawed. Not going to convert any non anime viewers into fans. Just watch the anime",-0.8908,Negative,Rotten Tomatoes
2023-09-04,"Been a fan of One Piece for quite a long time, and I need to say this Live Action was an absolute delight to watch. It remains faithful to the escence of the series and it's characters while bringing a new perspective into it's world by taking risks we didn't aboard on the original source such as the permanent death of a character or, taking the anime into account, sticking to it's original source (Sanji's past). As for the missing half star, that's due to one change that I didn't really deemed necessary (spoiler (a small change in Nami's past, while it doesn't affect the overall story nor betrays the character escence, can't deny it would have been lovely they gave young Nojiko a bit more of focus by sticking up to the origin of her tattooes, therefore, not changing the nature of their relationship). Asides from that, it's an amazing live action, hope there's a 2 season.",0.9629,Positive,Rotten Tomatoes
2023-09-04,Amazing story! I can't wait for Season 2,0.6239,Positive,Rotten Tomatoes
2023-09-04,"I have only watch around 260 episodes of the anime. This show does the series justice! Fun to watch, the characters are great. Easy recommendation!",0.9358,Positive,Rotten Tomatoes
2023-09-04,"I was surprised at how simply FUN the show turned out. There are many flaws with the show's production but generally, it's FUN. I am a fan of the Anime and Manga so I have bias. But my bias made me more critical of the show rather than being appreciative. A lot of scenes where cringy in live action. After rewatching it with my whole family I came to see it with their eyes and found myself being charmed by the awesome ride that is being a Straw Hat. I recommend enjoying the show with the whole family. It is violent for viewers under thirteen but if you have a Netflix subscription I bet my Tesla Shares that your kid has watched Bigmouth. Go, watch One Piece kids.",0.9805,Positive,Rotten Tomatoes
2023-09-04,Maravilhosa série... espetacular,0.0,Neutral,Rotten Tomatoes
2023-09-04,"I have been watching and reading one piece over 15 years now, I was very worried when I heard about this and was also skeptical of the trailer. I decided to give it at least 2 episodes. It won me over immediately, the first episode was amazing. Watched the show within a couple of days and loved it. The cast really works, the costumes are very true to the show, and the action/stunts are really cool. I didn't think they could make such a weird show work in Live action, but they really pulled it off. There are minor details that are different, and it just doesn't matter. The love of the makers really pulls it all together.",0.1614,Positive,Rotten Tomatoes
2023-09-04,"The best anime live action ever made, good cgi with an incredible cast and an amazing soundtrack.",0.8979,Positive,Rotten Tomatoes
2023-09-04,Yeah! A live action that keeps the loveable craziness of anime. I want to see more shows like this. Less realism and more fantastical. Great cast too!,0.8986,Positive,Rotten Tomatoes
2023-09-04,"Look, this thing has issues. It is clearly made for ADHD pre-teens, and the production values remind me of the Power Rangers TV show. That all said, this is such a crazy, over the top, imaginative show, it is hard not to like it. There is a lot of energy, the actors did a decent job in a Harry Potter sort of way. The diversity casting, unlike so many other horrible shows, actually strengthens this manga craziness, as each character is more wildly differentiated (you can only do so much with hair dye). To top it off, as a geography major, I can appreciate that one of the heros is a cartographer.",0.7261,Positive,Rotten Tomatoes
2023-09-04,We are really liking this series! 👍👍👍👍,0.5081,Positive,Rotten Tomatoes
2023-09-04,Loved it!!!!⭐️⭐️⭐️⭐️⭐️,0.7243,Positive,Rotten Tomatoes
2023-09-04,"One Piece was fun. The story is quite refreshing and full of idealism, mostly positive. You have some great emotional moments. The acting is variable. The main character is believable. Great adaptation, even better then the game. The fighting scenes are a pleasure to watch. Apart from certain areas, good photography. Most of the CGI are great. Some prosthetic are strange. Excellent music. I give it 85%. This is a nice change from all the gloomy or agenda series out there. I can't wait for season 2",0.9888,Positive,Rotten Tomatoes
2023-09-04,This is the best live action anime I have ever seen!,0.6696,Positive,Rotten Tomatoes
2023-09-04,Great adaptation! Can't wait for season 2! Glad that they did an amazing anime some justice.,0.9421,Positive,Rotten Tomatoes
2023-09-04,It was honestly a really good live action adaptation of one piece I really enjoyed it more than live action bleach and others if you're a one piece fan this is definitely for you 👍,0.9298,Positive,Rotten Tomatoes
2023-09-04,"Best live action adaptation. It's different from the original manga, but never forget. If Oda say it is fine, then it is fine.",0.8248,Positive,Rotten Tomatoes
2023-09-04,Impressive and didn't act as fan-service crap to the fandom of the manga and the anime.,0.1779,Positive,Rotten Tomatoes
2023-09-04,"Série ótima, efeitos ótimos, e é Netflix não é Marvel, isso mostra que dá pra fazer coisa boa e que a Marvel tá da má vontade, não conheço o anime, mas a série tá de mais, vale a pena",0.6808,Positive,Rotten Tomatoes
2023-09-04,This show was so great! They did the original work good! The cast was perfekt i must say. They did some changes some great some not so great. But they had to make some cause of time. Overall its the best live action ever. Its a must see!,0.9243,Positive,Rotten Tomatoes
2023-09-04,"I absolutely love this show! I have never seen an episode of the anime, so I can't speak on how accurate it is, but it definitely makes me want to start watching the anime. The show is so much fun. The characters are all great and the visuals look cool. I hope there are many more seasons.",0.9785,Positive,Rotten Tomatoes
2023-09-04,I really hope they didn't renew for a next season. Its a Boring Show.,0.2247,Positive,Rotten Tomatoes
2023-09-04,"Eu achei a série divertida com boa caracterização dos personagens e locais que tem no anime, algo que me incomodou foram as cenas de ação que não são tão bem trabalhadas e o lance de gato e rato do Garp com o Luffy, mas no fim das contas foi uma série legal de se ver e espero que tenha mais temporadas",-0.4404,Negative,Rotten Tomatoes
2023-09-04,"I really like the show. I never seen the anime or read the manga, but if it is as good at this show then they have a new fan.",0.827,Positive,Rotten Tomatoes
2023-09-04,"Great Series, I was Skeptical and thought why. Then I watch it really great even if you are not an anime fan or One Piece Fan. Great actors and actresses, story was funny and full of action. Once you start you don't want to stop. Check it out, while you at it check out the live action Cowboy Bebop, hope they bring it back. It was great.",0.9726,Positive,Rotten Tomatoes
2023-09-04,"It is 99% accurate , it did change some events and scenes but kept the core of the anime and delivery was beautiful as by the world then by the actors alike. I understand the vision now , the 1% it changed were all the scenes that dragged on and were slow if a fan thinks about it. This version Is ""Perfected"" One piece. And as someone who watches one piece for 7 years,This is the perfect intruduction. 9/10 well done.",0.9757,Positive,Rotten Tomatoes
2023-09-04,I haven't watched the anime but this make me want to watch all of it. This was so enjoyable from beginning to end.,0.7623,Positive,Rotten Tomatoes
2023-09-04,"This Should Have Never Be Made Into Live Action, This Robs One Piece For It's Speciality Which Is The Animation And Its Fantastical Exaggerated Movements And Worlds And Characters Of One Piece. Money Truly is The Root Of All Evil, Why did Shonen Jump Sell Rights To Netflix??",-0.5803,Negative,Rotten Tomatoes
2023-09-04,Finally a great cast that resembles the characters. Some things have changed but it worked out phenomenally. Can't wait for season 2!,0.4295,Positive,Rotten Tomatoes
2023-09-04,"É uma ADAPTAÇÃO muito bem feita, dentro da possibilidade de se fazer um live action, de um anime tão fantasioso, louco e divertido, como One Piece é! Estou muito satisfeito e feliz com o que foi feito! Qualidade muito boa, capricho nos muitos detalhes e fidelidade em pontos muito interessantes, foram algumas das coisas que marcam essa primeira temporada! Em sendo um sucesso, e tomara que seja, irão caprichar ainda mais para a próxima temporada! Recomendo muito assistirem!",0.0,Neutral,Rotten Tomatoes
2023-09-04,"This series doesn't represent One Piece. It is a terrible 😞 live action remake that rewrote character by race swapping characters. They rewrote the story to make nami a ""strong female character "" how some of the character met. The manga and anime have a great story WHY CHANE IT. The actors seem bland and lak any charisma. This is a woke American adaptation not worth watching.",0.1366,Positive,Rotten Tomatoes
2023-09-04,I am someone who has never watched One Piece before. I like it very much. It's very fun.,0.7264,Positive,Rotten Tomatoes
2023-09-04,fantastic live action redition of the animated show/comic,0.5574,Positive,Rotten Tomatoes
2023-09-04,This thing is really good.,0.4927,Positive,Rotten Tomatoes
2023-09-04,"I didn't think it would of been this good. I mean look at the other live actions compared to this one. At first I thought it was going to ruin the anime/manga popularity but after watching the first 3 episodes, I change my mind. This is the best live action ever seen.",0.8242,Positive,Rotten Tomatoes
2023-09-04,Well done Netflix. See what happens when you hire producers that are passionate and faithful about the source material ?!,0.8268,Positive,Rotten Tomatoes
2023-09-04,Cant wait for season 2.,0.0,Neutral,Rotten Tomatoes
2023-09-04,"Oh my God. I was expecting to be disappointed, first episode and they proved me wrong. A must watch. The nostalgia it gave reminded me why One Piece is the greatest of all time.",0.0258,Neutral,Rotten Tomatoes
2023-09-04,wtf first good adaptation ??!?!!,-0.5132,Negative,Rotten Tomatoes
2023-09-04,"La serie es muy buena, los actores tienen una química increíble y la escenografía e historia están muy bien echas, me encanto la serie, ya no puedo esperar por la segunda temporada.",-0.296,Negative,Rotten Tomatoes
2023-09-04,"While it has some flaws (my biggest issue being some of the CGI and dialogue) it's incredibly fun to watch and captures that early one piece energy, I would love to at the very least get a season 2 so fans can experience even more of the series.",0.8718,Positive,Rotten Tomatoes
2023-09-04,"As a fan of the source material for over a decade, I believe this live action adaptation faithfully translated the best parts of the series into a new medium. It was not a complete copy and paste of the original, the elements that make One Piece unique and so beloved by fans around the world stayed and were treated with so much love and respect. There were very small thing that I didn't fully enjoy, like a couple of CGI scenes here and there, some of the character arcs that I wished were more like the source material. But in the end, these feel more like nitpicks and they don't really affect my score overall. I accept the ONE PIECE live action as its own thing, and I absolutely love how they kept the heart and soul of the series. The story, characters, visuals, music and overall emotional impact truly honor the original work and its no surprise 95% of the audiences liked it.",0.9925,Positive,Rotten Tomatoes
2023-09-04,"Not the best series ever and not as good as the Anime, but it is by far the best live action. When is season 2?",0.6011,Positive,Rotten Tomatoes
2023-09-04,"love the villains, pirates and the adventures",0.296,Positive,Rotten Tomatoes
2023-09-04,"The series is watchable. It's not terrible, but it's also not the best adaptation ever made. I have to give credit for being the best live-action adaptation of an anime when compared to what has been done before in this genre. However, compared to the original work, it falls short. This review contains spoilers. I've been following One Piece since I was 14, and since then, I've experienced a lot of emotions in front of my computer screen as I followed this crew and their dynamics through various adventures. I had high hopes for this live-action adaptation based on the interviews, the way the actors interacted, and even the trailer. However, my three stars are only for the first episode and the Arlong saga because the rest is just a downhill slide of frustration. There were some changes I found interesting, like altering the timeline of certain events or introducing characters earlier. However, the series greatly falls short in character development, lacks emotional impact in scenes that should be moving, and consequently, has a shallow plot. There's no time to feel the weight of the scenes and the bonds because the script rushes to deliver as much information as possible, with numerous battle scenes that weren't necessary. Crucial details for creating emotion and defining characters' motivations were simply omitted. For example, in the first episode, before leaving the Conch Town, Luffy picks a fight with Koby precisely so that Koby wouldn't be associated with him because Koby wanted to become a marine (a scene completely removed). Another scene is Sanji's departure from the Baratie: when Sanji leaves, all the chefs are outside to bid farewell, praising his talent, and Sanji kneels and tearfully thanks everyone at Baratie and Chef Zeff, showing how humble Sanji is and how important the Baratie is to his character (another scene poorly adapted). What I mean by bringing up these examples is that they removed what they should have focused on and tried to create punchlines with other scenes that weren't the focus. I think the characters who suffered the most were Zoro and Garp. Two incredible characters who were simply trivialized in the series. Zoro has the charisma of a door in the series, and his motivations have become so selfish that his lines about being part of the crew are empty and make no sense. Seriously, I think the actor only knows how to act like a badass, and it's annoying. Zoro doesn't act like a badass; his actions end up giving that impression, but he's not like that at his core. And the actor is Japanese, grew up with One Piece, and couldn't capture the essence of the character. Garp seems more like a villain, even though his character is the most parental figure in the world of One Piece. It's sad to see how his relationship with Koby developed in the series, especially when in the manga, we had the climax of their relationship, and what Garp meant to Koby and what Koby meant to Garp is completely different. The way the series portrayed his efforts to capture Luffy, when Garp always made sure to leave Luffy alone and never interfere, is painful to watch. In the original work, Garp never supported Luffy, and he was strict, but he would never prevent Luffy's dream like the series depicts. He would never do that! Also, it seems like Garp is emotionally dead in the series, very different from his original personality, which is lively, considering he's the damn hero of the navy. If they had to make someone chase after Luffy in the series, they should have included Smoker because it would have allowed them to skip Loguetown or pass through it more quickly (since the series takes this tone). Above all, One Piece is a political story, built on the relationships within the crew and on each island they visit, as they come into contact with the cruel reality of that world while bringing liberation from suffering because Luffy is a metaphor for freedom. I think what came closest, and I'm being generous, to this was the episode where Usopp joins the crew, and finally the part with Nami. In the Arlong Park arc, we had what would truly be One Piece: they arrive on the island, see the cruelty the people are subjected to, and the crew forms bonds with the people and the town. In summary, I'll continue to watch because it's my favorite show, but it's not all that great. It's just another addition for those who already follow it, and for someone who has never followed or doesn't know anything about One Piece, starting with the series is definitely not recommended.",0.9865,Positive,Rotten Tomatoes
2023-09-04,You will be surprised how good it is. For the One Piece.,0.5859,Positive,Rotten Tomatoes
2023-09-04,"Esta muito bom, não é exatamente o anime justamente porque é uma serie de TV. Mas esta muito bom e trazendo um publico novo para poder ver One Piece.",0.0,Neutral,Rotten Tomatoes
2023-09-04,"It was great, epic and thrilling. Also the success of his series sends a message to the industry: We want to see our animations just as they are, not some far adaptation to the ""real"" world, like what they did on the terrible Dragon Ball, Saint Seiya and the like.",0.9201,Positive,Rotten Tomatoes
2023-09-04,"The series is a fresh new breath of air. This is one of Netflix's finest up to this point. Seeing an adaption so faithfully done yet doesn't seize to surprise even hardcore fans. The show is a great leap in Netflix's way of fighting through the political and making great TV again! Kudos, I hope to see at least 8-9 seasons!",0.9558,Positive,Rotten Tomatoes
2023-09-04,Best anime live action adaptation,0.6369,Positive,Rotten Tomatoes
2023-09-04,"It was an adaptation that was close to the anime, as I have never seen it before. Not only a good note but a thank you for what the director has respected the anime.",0.7715,Positive,Rotten Tomatoes
2023-09-04,"This is a must see for fans, and a great starting place for those that have not watched the anime or read the manga!",0.6588,Positive,Rotten Tomatoes
2023-09-04,"The best anime adaptation after Kenshin, considering that it is much more difficult to adapt, it's a 9.5",0.3415,Positive,Rotten Tomatoes
2023-09-04,"Went way way better than expected. This live action was one of not thee best live action adaption of an amazing anime. 👏 atoast in hope of a new season. Cheers 🍻 to Eiichiro Oda for showing us the world of one piece through his eyes, and to the rest of the netflix crew thank you for making this anime in to a reality.",0.8964,Positive,Rotten Tomatoes
2023-09-04,They brought the show to life and it turned out amazing. I can't describe it any better than that.,0.7717,Positive,Rotten Tomatoes
2023-09-04,"Romance Dawn: 5/5 The Man in the Straw Hat: 5/5 Tell No Tales: 4/5 The Pirates Are Coming: 4/5 Eat at Baratie: 5/5 The Chef and the Chore Boy: 4/5 The Girl with the Sawfish Tattoo: 5/5 Worst in the East: 5/5 Total: 4.5/5 One Piece is a really good live adaptation of the manga, despite the changes in the story. Anyway, it's still a very enjoyable product, also accessible to people who don't know One Piece.",0.5699,Positive,Rotten Tomatoes
2023-09-04,"Valla pense que iba a estar mas o menos pero la verdad me encanto, espero sigan haciendo series de calidad y no lo hechen a perder como the witcher en su tercera temporada, bueno si eres de las personas que no quieren ver one piece por sus mil capitulos esta serie es un buen inicio para entenderle a la historia.",-0.5267,Negative,Rotten Tomatoes
2023-09-04,"Simplesmente maravilhoso, a aparição de cada um. Eu estava esperando uma bomba e recebemos essa maravilha",0.0,Neutral,Rotten Tomatoes
2023-09-04,I haven't watch the anime so i didn't know anything about one piece so I gave this a skeptical chance and I got to say that I think I loved it 😁 great story and great characters and it feels like a live action anime so yeah I was pleasantly surprised and can't wait for season 2!,0.9763,Positive,Rotten Tomatoes
2023-09-04,"Es una serie fresca, capta la esencia de la historia original mejora algunas cosas y rechina en otras, sus efectos especiales son mejorables pero el elenco es espectacular y hacen un trabajo excelente.",0.3182,Positive,Rotten Tomatoes
2023-09-04,Huge fan of the anime. They did a great job adapting the source material. Kept the same story structure but in a much faster pace.,0.5927,Positive,Rotten Tomatoes
2023-09-04,"Considering it is an adaption of a manga/anime, this is pretty good!",0.75,Positive,Rotten Tomatoes
2023-09-04,A masterful adaptation from the original animated series?,0.3182,Positive,Rotten Tomatoes
2023-09-03,"Although they have changed some parts of the story to make it fit the runtime and to ""normalize"" many things that works well only in anime format, the soul of the show has been captured well.",0.6908,Positive,Rotten Tomatoes
2023-09-03,The adaptation was great the included everything important from the original story while also adding/ slight altering some elements but only to make it work better in live action with the shortened stories. Mohawk buggy zoro sanji Nami isopod all perfect luffy takes some time to get used to having a Brazilian accent but by episode 2 I didn't even notice anymore and was totally absorbed in the wonderful world Netflix and Oda created,0.9684,Positive,Rotten Tomatoes
2023-09-03,"LOVE IT! AMAZING, LOVELY, PERFECT AND VERY FUNNY … WE NEED INFINITE SEASONS",0.9785,Positive,Rotten Tomatoes
2023-09-03,"Awesome Job, finally a great movie again from Netflix they got my monthly subscription going after this.",0.8481,Positive,Rotten Tomatoes
2023-09-03,"Story-wise, it definitely had heart. We were able to see it with my 5yo nephew. Introducing him to the characters wasn't difficult because we could easily explain them to him, most especially what each character valued. He cried watching Luffy and Shanks! It was such a precious moment. The only thing I wished was different—or rather better—was some of the fight scenes. Some of them felt really choreographed and rehearsed. Nevertheless, thank you for a wonderful pirate experience!",0.9617,Positive,Rotten Tomatoes
