review_dates,reviews,Likes,vader_score_review,vader_sentiment_review,source
2026-01-13,i think we should switch robin with fefe actor,0,0.0,Neutral,YouTube
2026-01-13,te quiero mucho one piece live action 🫂,0,0.0,Neutral,YouTube
2026-01-13,0:22 They made Robin seem even more brutal than in the anime. Not sure how to feel about this... I guess it's fine.,0,-0.6762,Negative,YouTube
2026-01-13,huh sigh.,0,0.0258,Neutral,YouTube
2026-01-13,Lmao this is crazy,0,0.3612,Positive,YouTube
2026-01-13,The second piece.,0,0.0,Neutral,YouTube
2026-01-13,Is that sabrina carpenter or am i dumb asl?,0,-0.5106,Negative,YouTube
2026-01-13,"Why are there so many botted comments like this ""miracle that the show is allowed to"" include word silliness somewhere? Do they think we are stupid? Bot the backlash away, of course -.-",0,0.4696,Positive,YouTube
2026-01-13,insane peak adaptation is coming,0,-0.4019,Negative,YouTube
2026-01-13,Why must I wait till season 3 for the GOAT Bon Clay 😭,0,-0.4767,Negative,YouTube
2026-01-13,The guitar solo of the theme song is so fire I can’t get enough of it!,0,-0.528,Negative,YouTube
2026-01-13,We are we gonna meet crocodile! That’s gonna be the best part of this season,0,0.6696,Positive,YouTube
2026-01-13,Bro just make everyone white AF and the ratings would be world record,0,0.0,Neutral,YouTube
2026-01-13,"wow, amazing",0,0.8225,Positive,YouTube
2026-01-13,Not wanting to be that guy but Vivi is not black,0,0.0,Neutral,YouTube
2026-01-13,Where’s Miss Monday,0,-0.1531,Negative,YouTube
2026-01-13,The icaram scream made me laugh so hard,0,0.0087,Neutral,YouTube
2026-01-13,Absolute Cinema,0,0.0,Neutral,YouTube
2026-01-13,Mr. 3 perfect casting,0,0.5719,Positive,YouTube
2026-01-13,OMG ❤,0,0.6369,Positive,YouTube
2026-01-13,Good,0,0.4404,Positive,YouTube
2026-01-13,"Vivi is black and robin is white , bad casting",0,-0.5423,Negative,YouTube
2026-01-13,Uw8,0,0.0,Neutral,YouTube
2026-01-13,P,0,0.0,Neutral,YouTube
2026-01-13,FINALLY A TRAILER WITH BAROQUES WORKS,0,0.0,Neutral,YouTube
2026-01-13,"damn,this is sick",0,-0.5106,Negative,YouTube
2026-01-13,Waiting for mr prince,0,0.0,Neutral,YouTube
2026-01-13,I can't with black vivi bro 😭😭😭😭,0,-0.9081,Negative,YouTube
2026-01-13,I want to live,0,0.0772,Positive,YouTube
2026-01-13,I can't but hey mabye,0,0.0,Neutral,YouTube
2026-01-13,"Dont think of it as an anime, think of it as a different story.. And youll appreciate it",0,0.4019,Positive,YouTube
2026-01-13,"If this doesn't have that one fight in Whisky Peak, I'm gonna be disappointed",0,-0.6908,Negative,YouTube
2026-01-13,Imagine if luffy finally gets the one piece before gta6,0,0.0,Neutral,YouTube
2026-01-13,ready,0,0.3612,Positive,YouTube
2026-01-13,waiting,0,0.0,Neutral,YouTube
2026-01-13,MR.3 upscale incoming!,0,0.0,Neutral,YouTube
2026-01-13,"OMG she is so hot, and so Robin!",0,0.0,Neutral,YouTube
2026-01-13,AWh! It's gonna be so good! Hell yeah,0,0.2289,Positive,YouTube
2026-01-13,"""LEGENDARY EIICHIRO ODA"" no lies were told this is going to continue to be 🤌🤌🤌🤌🤌🤌",0,0.3252,Positive,YouTube
2026-01-13,Stell Ball run weekly episodes please?,0,0.3182,Positive,YouTube
2026-01-13,I been watching the anime since November last year and in this trailer I’ve just got to these stages in the series so can’t wait for it March 10 soon be here.,0,0.0,Neutral,YouTube
2026-01-13,We still want weekly steel ball run btw,0,0.0772,Positive,YouTube
2026-01-13,i wish robin look more beautiful like anime,0,0.8648,Positive,YouTube
2026-01-13,It looks like something clearly worse than the first season.,0,0.2732,Positive,YouTube
2026-01-13,"I want to see Zoro strike a pose when they're incased in wax lol, and also him stabbing himself to break free lol",0,0.8271,Positive,YouTube
2026-01-13,Its strange how theyre acting like Vivi aint about to join the crew 🤣,0,0.461,Positive,YouTube
2026-01-13,hold on 😌🤚🏻 is that.. 🤨 Miss Edwina Shamra 0:17 as Vivi?!?? 😱,0,-0.3468,Negative,YouTube
2026-01-13,Wuhuhuhhuhu...Alabasta here we come!!!!! March is too far. Cant the release be brought back to Feb?,0,0.0,Neutral,YouTube
2026-01-13,Them going all out on the goof is whats making it work honestly lol.,0,0.7003,Positive,YouTube
2026-01-13,This looks goofy,0,0.0,Neutral,YouTube
2026-01-13,❤❤❤,0,0.9274,Positive,YouTube
2026-01-13,""" What if cosplayers made a movie """,0,0.0,Neutral,YouTube
2026-01-13,Tbh robin lookin chopped,0,0.0,Neutral,YouTube
2026-01-13,Vivi got something right..  booba looks good,0,0.4404,Positive,YouTube
2026-01-13,This is gonna be awesome,0,0.6249,Positive,YouTube
2026-01-13,🙄😒,0,0.0,Neutral,YouTube
2026-01-13,NICO ROBIN PERFETTA E PROPRIO BONA❤❤❤❤🇮🇹,0,0.9274,Positive,YouTube
2026-01-13,watching for the plot 👀,0,0.0,Neutral,YouTube
2026-01-13,I wonder how they will implement Haki in live action.,0,0.0,Neutral,YouTube
2026-01-13,BON CLAY,0,0.0,Neutral,YouTube
2026-01-13,Alhamdulallah can't wait,0,0.0,Neutral,YouTube
2026-01-13,Robin's accent makes me full mast,0,0.0,Neutral,YouTube
2026-01-13,Wtf is vivi and wtf is Robin what what what about Robin's bounce 😭😭😭😭,0,-0.9638,Negative,YouTube
2026-01-13,The fight against baroque works is gonna be fire!,0,-0.6476,Negative,YouTube
2026-01-13,It comes out on Mario day!,0,0.0,Neutral,YouTube
2026-01-13,Juan Pis 😊,0,0.7184,Positive,YouTube
2026-01-13,This makes me very happy.,0,0.6115,Positive,YouTube
2026-01-13,Fkin hell the robin cast is perfect!,0,-0.2942,Negative,YouTube
2026-01-13,This live action is cringier than Tamil hindi dubbed movies.,0,0.0,Neutral,YouTube
2026-01-13,Where bon clay?,0,0.0,Neutral,YouTube
2026-01-13,Netflix race swapping once again 😂,0,0.4404,Positive,YouTube
2026-01-13,Where's my boy Bonclay??,0,0.0,Neutral,YouTube
2026-01-13,Netflix has to stop waiting 3 years in between seasons,0,-0.296,Negative,YouTube
2026-01-13,"You know, I kinda dig Igarams casting.",0,0.0,Neutral,YouTube
2026-01-13,Literalmente para los que empezaron con el live action estos son los arcos del punto sin retorno donde ONE PIECE SE CONVIERTE EN TU VIDA Y TU DÍA A DIA🤍☝🏻,0,-0.5574,Negative,YouTube
2026-01-13,ROBIN IS COMING TO STEAL THE SHOW,0,-0.4939,Negative,YouTube
2026-01-13,I dont care anymore Netflix make DC series too.,0,-0.3875,Negative,YouTube
2026-01-13,Am I crazy or did I not see Bon Clay?,0,-0.34,Negative,YouTube
2026-01-13,Come back one pice😅 season 2,0,0.3612,Positive,YouTube
2026-01-13,Anyone else replay over and over?😅,0,0.3612,Positive,YouTube
2026-01-13,Vivi balck????,0,0.0,Neutral,YouTube
2026-01-13,"I want the show, But don't want the March to come",0,-0.0472,Neutral,YouTube
2026-01-13,"Can't Wait!! I'm more pumped for this than Stranger Things, sorry ST was great but One Piece is wayy Better!",0,0.7979,Positive,YouTube
2026-01-13,0:22 Damn she's COLD  ,0,-0.4019,Negative,YouTube
2026-01-13,"ROOM!
SHAMBLES!",0,0.0,Neutral,YouTube
2026-01-13,"Maa ~ maa ~ maa, excited!",0,0.4003,Positive,YouTube
2026-01-13,👍👍,0,0.0,Neutral,YouTube
2026-01-13,They bottled vivi....,0,0.0,Neutral,YouTube
2026-01-13,0:47 day 11 of gaining subscribers by commenting,0,0.4215,Positive,YouTube
2026-01-13,Like the music used here,0,0.3612,Positive,YouTube
2026-01-13,"When you recognize so many details, but know they will put live action spin on it, so you can re-live the story again. That makes me happy.",0,0.7227,Positive,YouTube
2026-01-13,Oh Nico Robin is just perfect.,0,0.5719,Positive,YouTube
2026-01-13,Blox fruits,0,0.0,Neutral,YouTube
2026-01-13,尼哥薇薇,0,0.0,Neutral,YouTube
2026-01-13,And Crocodile?,0,0.0,Neutral,YouTube
2026-01-13,"Disappointing. Robin is my favourite character but she looks so bad here, like a cheap cosplayer. Hopefully its because she only gets a few seconds of screentime, because everyone else looks pretty good, even Igaram and mr 3 look better than her. And can someone ask her to clean her big dirty fingernails please? Theyre gonna be on screen a lot, its very distracting.",0,0.8825,Positive,YouTube
2026-01-13,"I'm really looking forward to season 2, although I hope they have the Crocus running gag and Zoro's speech, before the massive fight in Whiskey Peak, included. 

Also, I would like to see more of the goofy side of Zoro's character. At times in the manga and anime he is just as dumb as Luffy is. The actor gets the fighting and coolness down, but there has not been much of the comedic side of the character so far.",0,0.2144,Positive,YouTube
2026-01-13,No Tony Tony Chopper on this teaser? Boo! 👎,0,-0.5778,Negative,YouTube
2026-01-13,aaaaaaaaaaaa,0,0.0,Neutral,YouTube
2026-01-13,Vivi~ ❤,0,0.6369,Positive,YouTube
2026-01-13,I'm waiting for return the one piece   It's so amazing season❤,0,0.8769,Positive,YouTube
2026-01-13,THIS IS PERFECT. IM SO EXCITEDDDD,0,0.5719,Positive,YouTube
2026-01-13,NO BLACK / BROWN ON WHITE CHARACTERS 🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻,0,-0.4466,Negative,YouTube
2026-01-13,HAHAHAHAHAHAHAHAHAHA WHATS THIS SHIT,0,-0.6428,Negative,YouTube
2026-01-13,this peak🔥🔥🔥,0,-0.7351,Negative,YouTube
2026-01-13,Viviiii😂😂😂,0,0.8271,Positive,YouTube
2026-01-13,Robin is sooo goooooood,0,0.0,Neutral,YouTube
2026-01-13,They made vivi black???? Bruh what,0,0.0,Neutral,YouTube
2026-01-13,"Weak, sorry I didn't like it. Lame. Happy for fans, but to be honest,weak",0,0.0928,Positive,YouTube
2026-01-13,Hmmm gonna watch cuz of Chopper,0,0.0,Neutral,YouTube
2026-01-13,You didn't tease Chopper after the title card?,0,0.2411,Positive,YouTube
2026-01-13,WHY WAS CHOPPER NOT IN THE TRAILER????????!!!!!!!!!!!!!!,0,0.0,Neutral,YouTube
2026-01-13,Omg the actor for Robin is so pretty,0,0.6269,Positive,YouTube
2026-01-13,zoro almost cut his feet......there's a blooddddddd.....so epic.,0,-0.204,Negative,YouTube
2026-01-13,where is luffy vs zoro when the meet vivi😡😡😡😡,0,0.0,Neutral,YouTube
2026-01-13,"Rrrahhh the actress for Robin insanely hawt dam

Can't wait to watch the new season~",0,0.0,Neutral,YouTube
2026-01-13,"I normally care about changing the look of a character - but Baroque Works has such an inconsistent, insane theme that basically anything works. Except for the hair - gotta have dat stylish 3.",0,-0.3506,Negative,YouTube
2026-01-13,robin mommy luffy the goat whaaaaat,0,0.0,Neutral,YouTube
2026-01-13,perfect,0,0.5719,Positive,YouTube
2026-01-13,will we see dragon?,0,0.0,Neutral,YouTube
2026-01-13,cant wait for mr prince,0,0.0,Neutral,YouTube
2026-01-13,Robin-swaaaaaaaaaaannnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn!!!!!!!!!!!!!!!!!!!!!!!!,0,0.0,Neutral,YouTube
2026-01-13,Maaahmamaaaaaaaaah AGARAPAAAAAAAA,0,0.0,Neutral,YouTube
2026-01-13,"For all his 2 seconds of glory, i'm loving Mr 9",0,0.8126,Positive,YouTube
2026-01-13,Mr. 3 looks insanely spot on. I'm actually exited for this,0,0.0,Neutral,YouTube
2026-01-13,IM SO EXICTED OMGGGGGGGGGG,0,0.0,Neutral,YouTube
2026-01-13,No ace reveals?,0,-0.296,Negative,YouTube
2026-01-13,"W trailer BUT WHYS VIVI BLACK
STOP THE INCLUSION STUFF",0,-0.5993,Negative,YouTube
2026-01-13,Hope they did the Zoro pose when he's getting waxified 😂,0,0.7003,Positive,YouTube
2026-01-13,BOOOO,0,0.0,Neutral,YouTube
2026-01-13,We finally saw Ace,0,0.0,Neutral,YouTube
2026-01-13,Robin is here string string fruit is here￼,0,0.0,Neutral,YouTube
2026-01-13,Terrible casting,0,-0.4767,Negative,YouTube
2026-01-13,GNG this season will be tuff and peak🔥🔥🔥,0,-0.7351,Negative,YouTube
2026-01-13,How tf was that a teaser?,0,-0.25,Negative,YouTube
2026-01-13,this is so good,0,0.5777,Positive,YouTube
2026-01-13,Not a good choice of Robins actress but ok,0,0.2725,Positive,YouTube
2026-01-13,fuk dude robin is so fkin Jot,0,0.0,Neutral,YouTube
2026-01-13,Doce fleur was clean sf,0,0.4019,Positive,YouTube
2026-01-13,Vivi is black?,0,0.0,Neutral,YouTube
2026-01-13,maby somethings should always be animated and in japanese,0,0.0,Neutral,YouTube
2026-01-13,"with this speed they making the show, the cast will definitely be 60 by the end of it all. pick it up damn",0,0.0,Neutral,YouTube
2026-01-13,am i the only one who think anime should stay animated ?,0,0.0,Neutral,YouTube
2026-01-13,Robin looks beautiful in live action! so cannot wait!,0,0.6688,Positive,YouTube
2026-01-13,Where is crocodile,0,0.0,Neutral,YouTube
2026-01-13,Vivi?,0,0.0,Neutral,YouTube
2026-01-13,"Man, ngl if they adapt correctly sanji stock is gonno blow up.",0,0.0,Neutral,YouTube
2026-01-13,"""Anyone who's remotely tanned""
Netflix: make them black",0,0.0,Neutral,YouTube
2026-01-13,Maaatling Gun has arrived.,0,-0.34,Negative,YouTube
2026-01-13,I CANNOT WAIT TO SEE CHOPPY,0,0.0,Neutral,YouTube
2026-01-13,"Sets and clothes don’t looked lived in , pretty poor",0,0.0258,Neutral,YouTube
2026-01-13,Mr.Prince is here❤,0,0.6369,Positive,YouTube
2026-01-13,1:06 TF ARE THEY WEARING LOOOOOOL,0,0.0,Neutral,YouTube
2026-01-13,Im curious about boogy and woogy,0,0.3182,Positive,YouTube
2026-01-13,Vivi definitely being a strong woman and Robin looks so beautiful and classy like a French woman <3,0,0.9615,Positive,YouTube
2026-01-13,YASSSSSSSSSS FINALLYYYYY!!!,0,0.0,Neutral,YouTube
2026-01-13,"Robin, you. Omg",0,0.0,Neutral,YouTube
2026-01-13,I love the actor has done to robin's accent,0,0.6369,Positive,YouTube
2026-01-13,look how they massacred my girl vivi. 😭,0,-0.4767,Negative,YouTube
2026-01-13,Oh my i can't wait till they bring in brook,0,0.0,Neutral,YouTube
2026-01-13,Finally a date,0,0.0,Neutral,YouTube
2026-01-13,Idk man,0,-0.1027,Negative,YouTube
2026-01-13,this will be interesting.,0,0.4019,Positive,YouTube
2026-01-13,Looks epic except the black washing of characters,0,0.0,Neutral,YouTube
2026-01-13,"Netflix, now that i Trust you, please, do the Naruto adaptation we want 🙏🏼",0,0.7096,Positive,YouTube
2026-01-13,Robin is totally going to outshine Vivi in this arc i can already tell,0,0.0,Neutral,YouTube
2026-01-13,Mr 3 is gonna be insane ❤,0,0.3612,Positive,YouTube
2026-01-13,We need a Japanese dub soon!,0,0.0,Neutral,YouTube
2026-01-13,"Masih lama ya arc marienford 

Itu arc kesukaan gw banget   semoga aja live acttion sampe tuh arc",0,0.0,Neutral,YouTube
2026-01-13,"These actors are in insult to Robin, nami, vivi they don’t look the part",0,-0.5106,Negative,YouTube
2026-01-13,kali kaluti to gori chitti ban gai                                                                                      Warning ⚠ ⚠  Don't take personally,0,-0.8689,Negative,YouTube
2026-01-13,After disaster of Strangers Things final something coming to save Netflix,0,-0.2263,Negative,YouTube
2026-01-13,WE ARE SO BACKKK,0,0.0,Neutral,YouTube
2026-01-13,Will Luffy and Zoro hilariously be fighting in this season? Coz in anime they did. 😂😂😂,0,0.7351,Positive,YouTube
2026-01-13,Now that's how you adapt an anime Netflix 💯💯💯,0,0.0,Neutral,YouTube
2026-01-13,waiting for it so badly,0,-0.6113,Negative,YouTube
2026-01-13,Mr Prince arc,0,0.0,Neutral,YouTube
2026-01-13,season 3 when,0,0.0,Neutral,YouTube
2026-01-13,"Wonder how far this season will go, will it end after croc is defeated? I’m very excited for it’s release!",0,-0.1776,Negative,YouTube
2026-01-13,WE NEED TO SEE BON CHAN!,0,0.0,Neutral,YouTube
2026-01-13,"Yeah, I don't know.
It looks great! Even better than S1.
But where is the silliness/goofiness? This is all so serious. Where is the comedic, light-hearted element of the original? I really don't like that they are missing that.",0,0.6437,Positive,YouTube
2026-01-13,Holy cringe bro wtf is this,0,-0.5859,Negative,YouTube
2026-01-13,This would be really amazing if I never read the manga,0,0.624,Positive,YouTube
2026-01-13,Why does mr.3 look like he is shooting glue not wax,0,0.3612,Positive,YouTube
2026-01-13,I wish we get more gore and brutality than manga and anime,0,-0.3744,Negative,YouTube
2026-01-13,Ahhh....Robin Swaannnnnn😍,0,0.4588,Positive,YouTube
2026-01-13,Where the hell is tony tony chopper I'm wanted to see him in this trailer,0,-0.6808,Negative,YouTube
2026-01-13,they added the unluckies but not karooo 😢,0,0.5157,Positive,YouTube
2026-01-13,I LUV MR 3,0,0.0,Neutral,YouTube
2026-01-13,Why is vivi a n🤦🏿‍♀️,0,0.0,Neutral,YouTube
2026-01-13,I loveeee it! I am so excited to watch this!,0,0.5719,Positive,YouTube
2026-01-13,Vivi and Robin are the ones I'm looking forward to see the most! <3 love my girls,0,0.8386,Positive,YouTube
2026-01-13,01:26 Men of culture we gather here,0,0.0,Neutral,YouTube
2026-01-13,man i really hope this version at least makes it to the CP9 arc,0,0.4927,Positive,YouTube
2026-01-13,"How much will they cover this season, the whole Alabasta Arc? Whiskey Peak, Little Garden,Drum Island",0,0.0,Neutral,YouTube
2026-01-13,Where is miss Monday?,0,-0.1531,Negative,YouTube
2026-01-13,Anjayy,0,0.0,Neutral,YouTube
2026-01-13,"Black vivi? Like sanji said "" you gotta be f---""",0,0.3612,Positive,YouTube
2026-01-13,"Robin would've never made a regular marine shoot himself in the head, completely butchered another character",0,-0.34,Negative,YouTube
2026-01-13,"is it just me, or did they get rid of the cheap cosplay look for the outfits we saw in s1?",0,0.0,Neutral,YouTube
2026-01-13,yessssssssssssssssssssssssssss,0,0.0,Neutral,YouTube
2026-01-13,I just want to ask one thing........goddamit ....Please where is the teaser or trailer or for god sake anything related to THE ONE-PIECE (WIT STUDIO),0,0.4019,Positive,YouTube
2026-01-13,Goddamnit the word teaser no longer means anything,0,-0.4939,Negative,YouTube
2026-01-13,This Vivi.. 100% imposter.,0,0.0,Neutral,YouTube
2026-01-13,Nooooo Vivi😢😢😢,0,-0.8519,Negative,YouTube
2026-01-13,"My only complaint is the costumes being squeaky clean, resembling cosplays :(
Other than that looks pretty good!",0,0.6114,Positive,YouTube
2026-01-13,Where is mihawk..??,0,0.0,Neutral,YouTube
2026-01-13,alabasta is middle east ...right?,0,0.0,Neutral,YouTube
2026-01-13,"Out of all of this, what surprises me the most is that they actually gave Vivi anime cleavage :D.",0,0.2263,Positive,YouTube
2026-01-13,Swordman is missing,0,-0.296,Negative,YouTube
2026-01-13,Omg robin is too perfect and sexy wow  👍,0,0.8979,Positive,YouTube
2026-01-13,"We need another extinction event, a hard reset as a species.",0,-0.1027,Negative,YouTube
2026-01-13,Where is our boy? Bon chan,0,0.0,Neutral,YouTube
2026-01-13,French nico robin 🥵,0,0.0,Neutral,YouTube
2026-01-13,WHEN?,0,0.0,Neutral,YouTube
2026-01-13,"Thank goodness my actors here have such great skin, and faces lol, yall gotta stop zooming in on them though. I'd hate that XD...it's like taking a selfie when you don't have the look for it given some camera phones just warp weird and make selfies look strange on some faces. The zoom in just makes me uncomfortably close to their face and makes it hard to focus on the story. :(",0,0.128,Positive,YouTube
2026-01-13,Robin's power looks amazing! Great job guys. I got CHILLS!,0,0.8585,Positive,YouTube
2026-01-13,Robin my queen 😍😍😍,0,0.8402,Positive,YouTube
2026-01-13,EPICC AND PEAKKKKK,0,0.0,Neutral,YouTube
2026-01-13,Nico Robin 🫠,0,0.0,Neutral,YouTube
2026-01-13,MAAAAaAAaaaahaahahhaaaaa,0,0.0,Neutral,YouTube
2026-01-13,"THE ONE PIECE...THE ONE PIECE IS REAL!!!!
I Smell Adventure!!!",0,0.5374,Positive,YouTube
2026-01-13,The DEI cast just keeps piling up lol,0,0.4215,Positive,YouTube
2026-01-13,It still looks like a Cosplay Party,0,0.6369,Positive,YouTube
2026-01-13,i cant wait for the shit from an arse adaptation of poop from a butt.,0,0.6124,Positive,YouTube
2026-01-13,Just want to ask where is bon-chan? Who will be playing that role,0,0.2732,Positive,YouTube
2026-01-13,Should Netflix have made Bibi as black?,0,0.0,Neutral,YouTube
2026-01-13,Robin lookin kind bad🥴,0,-0.0258,Neutral,YouTube
2026-01-13,Igaram is black yk why? He lives in alabasta and it's a hot country ofc he is gonna be tan or black,0,0.0,Neutral,YouTube
2026-01-13,NETFLIX WHERE THE HELL IS THAT CUTE DAMN CHOPPER ? 😡😡😡,0,-0.7213,Negative,YouTube
2026-01-13,"They nerfed Igaram's hair, lol",0,0.4215,Positive,YouTube
2026-01-13,❤❤❤❤,0,0.9571,Positive,YouTube
2026-01-13,Why is this edited together so strange? Feels like the editor had no idea what recorded scenes went together and just went on guesses. No idea why shots of drum island and buggys circus at loguetown have any business in a trailer showcasing baroque works - when no characters from the organization are present.,0,-0.6373,Negative,YouTube
2026-01-13,Where’s the goat? Bon clay?,0,0.0,Neutral,YouTube
2026-01-13,Release date konsi hai,0,0.0,Neutral,YouTube
2026-01-13,Where is the  Number 2 the GOAT😊😊,0,0.9062,Positive,YouTube
2026-01-13,where the f is Bon Chan??????????????,0,0.0,Neutral,YouTube
2026-01-13,Dont do a Netflix,0,0.0,Neutral,YouTube
2026-01-13,Sanji vs The Unluckies Let's Go  Mr.Prince,0,0.0,Neutral,YouTube
2026-01-13,"Well, Just trust Oda. The casting was approved by him.

But I think Johnny Depp as Mihawk and Keanu Reeves Shanks is the perfect fit.  But still Nick Robin in this timeline should be a bit tone right? She will only get fairer after 2 years.",0,0.9169,Positive,YouTube
2026-01-13,Mr 3 I forgot his actual name but that's my guy,0,0.0,Neutral,YouTube
2026-01-13,This is gonna be fun!,0,0.5562,Positive,YouTube
2026-01-14,Ace?,0,0.0,Neutral,YouTube
2026-01-14,"This one looks good Netflix. Now give us Attack on Titan and Vinland Saga. 
.",0,-0.0516,Negative,YouTube
2026-01-13,Japanese IPs when done exactly what it has always is will be a notch over others. This series is a prime example of that.,0,0.0,Neutral,YouTube
2026-01-13,"I'm SO hype for this, time to rewatch season 1 one more time before it comes out!! 😃",0,0.4738,Positive,YouTube
2026-01-13,"What the hell
.....",0,-0.6808,Negative,YouTube
2026-01-13,i cant stop laughing at that igaram scene lmfao.,0,0.4137,Positive,YouTube
2026-01-13,robin swaaannnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn,0,0.0,Neutral,YouTube
2026-01-13,And the next season of BS shitshow...,0,0.0,Neutral,YouTube
2026-01-13,I can't believe Netflix is denying arab representation with vivi. Nefertari was literally an Egyptian queen's name.,0,-0.34,Negative,YouTube
2026-01-13,I'm already waiting Skypeia arc!!!,0,0.0,Neutral,YouTube
2026-01-13,"Just keep letting Oda be Oda, and I'll keep watching!",0,0.0,Neutral,YouTube
2026-01-13,I just hope all the actor alive until the end🤣,0,0.8271,Positive,YouTube
2026-01-13,❤❤,0,0.8555,Positive,YouTube
2026-01-13,It's actually so peak. I was so worried that they might not adapt the unluckies but here we are :),0,0.4708,Positive,YouTube
2026-01-13,W,0,0.0,Neutral,YouTube
2026-01-13,Not bad,0,0.431,Positive,YouTube
2026-01-13,That's Mr 13 was cutter then Chopper,0,0.0,Neutral,YouTube
2026-01-13,Mr 0🥲,0,0.0,Neutral,YouTube
2026-01-13,Looks good but I hope they stay closer to the original authors vision than doing a typical Netflix thing. Season 1 made a few changes that I'm not happy mostly with nami in her village.,0,0.7394,Positive,YouTube
2026-01-13,I hope to God they put my himbo Zoro posing in that cake with Vivi and Nami!!! He deserves to be silly too!!!,0,0.7405,Positive,YouTube
2026-01-13,Thanks,0,0.4404,Positive,YouTube
2026-01-13,The guitarist had definitely eaten a rock rock devil fruit,0,-0.4019,Negative,YouTube
2026-01-13,Is it gonna be albasta arc? Can't wait to find out who's  playing Crococdile,0,0.2023,Positive,YouTube
2026-01-13,robin visual is looking good😮,0,0.4404,Positive,YouTube
2026-01-13,Gear 2 for season 2,0,0.0,Neutral,YouTube
2026-01-13,i love everything about it. but.... something is missing... GIVE US TAKEOVER AND LETS ROLL OUT.,0,-0.0516,Negative,YouTube
2026-01-13,When’s cowboy bebop season 2!!!!,0,0.0,Neutral,YouTube
2026-01-13,This looks fantastic!!!,0,0.6679,Positive,YouTube
2026-01-13,They change it so Nami and Vivi can fight? Can't wait!,0,-0.4389,Negative,YouTube
2026-01-13,It's coming out on the same day as MAR10 day?,0,0.0,Neutral,YouTube
2026-01-13,TS GONNA BE PEAK,0,0.0,Neutral,YouTube
2026-01-13,Robin is great but Vivi casting sucks.,0,-0.1779,Negative,YouTube
2026-01-13,"We haven't watched the series yet, and already every other channel is publishing a trailer with new shots and camera angles",0,0.0,Neutral,YouTube
2026-01-13,I can't believe they adapted the Unluckies. It's a shame it'll take an eternity for the series to finish but they're really committed to it.,0,0.2592,Positive,YouTube
2026-01-13,Wow the trailer is amazing. Everyone looks amazing. 🤩💣,0,0.8481,Positive,YouTube
2026-01-13,"Bro this shit looks incredible. It makes season 1 look like a beta. And I mean that in the best way possible, I genuinely cannot wait for this.",0,0.4767,Positive,YouTube
2026-01-14,I don't know vivi actress still doesn't convinces me,0,-0.1326,Negative,YouTube
2026-01-14,Plastic,0,0.0,Neutral,YouTube
2026-01-14,Why is everything coming out on March?,0,0.0,Neutral,YouTube
2026-01-14,This is peak,0,0.0,Neutral,YouTube
2026-01-14,Still cringe af...,0,0.0,Neutral,YouTube
2026-01-14,"Oh my god, Netflix! Just make all the characters black if that's what you want to do. Just do it, so we know what to expect.",0,0.4003,Positive,YouTube
2026-01-14,yesss,0,0.0,Neutral,YouTube
2026-01-14,This looks absolutely terrible,0,-0.5256,Negative,YouTube
2026-01-14,I can’t believe the live action curse has finally been broken,0,-0.765,Negative,YouTube
2026-01-14,Anyone else hoping for that Crocodile cameo?,0,0.4215,Positive,YouTube
2026-01-14,Mr.3 cgi powers 😊will look insane,0,0.5106,Positive,YouTube
2026-01-13,"mfing igarama Mimimi~""",0,0.0,Neutral,YouTube
2026-01-13,Where's Bon Chan ????😢😢😢,0,-0.8823,Negative,YouTube
2026-01-13,Just casually showing David Dastmalchian as Mr.3 lol,0,0.5423,Positive,YouTube
2026-01-13,How is this c grade junk still on air… As a big one piece fan I tried watching last me 30min into the 1st episode and I was done..,0,0.3182,Positive,YouTube
2026-01-13,Absolute garbage like first season ✋ 🤢✋,0,0.836,Positive,YouTube
2026-01-13,It's a good time to see Zoro pose,0,0.4404,Positive,YouTube
2026-01-13,Absolutley cringe. Who's even watching this when manga and anime exists lmaoooo,0,0.0,Neutral,YouTube
2026-01-13,No alabasta arc??,0,-0.3736,Negative,YouTube
2026-01-13,Great look! Let's just fix the wires with the action sequence and we will get a season 4! Or maybe we like the wires? Either way loved season 1 and this one looks great as well!🤍,0,0.9475,Positive,YouTube
2026-01-13,LGBTQ assassin's,0,0.0,Neutral,YouTube
2026-01-13,I HAVE BEEN WAITING FOR OVER A YEAR AND NOW ONLY 3 MORE MONTHS,0,0.0,Neutral,YouTube
2026-01-13,Vivi black?,0,0.0,Neutral,YouTube
2026-01-13,Vivi kinda bad tho..,0,-0.4951,Negative,YouTube
2026-01-13,Mmmm,0,0.0,Neutral,YouTube
2026-01-13,Ok,0,0.296,Positive,YouTube
2026-01-13,It is criminal how we havnt seen crocodile in a trailer yet,0,-0.5267,Negative,YouTube
2026-01-13,Yeah!!!,0,0.4724,Positive,YouTube
2026-01-13,Can't wait 👍🏾,0,0.0,Neutral,YouTube
2026-01-13,Tá bem legal!,0,0.2003,Positive,YouTube
